,name,# batches,total eps,func L2,approx err,priv err,priv loss,smooth err,smooth loss,approx time,priv time,smooth time,total runtime,baseline priv err,baseline runtime
471,elhuyoi,6,0.06,2928732.9317700895,1213348.3461350389,1231755.1858796314,206246.15582491586,2178747.5779488375,1799347.271085107,0.4524812698364258,0.0002746714486016167,0.032933049731784396,0.4856889910168118,112022344978.75461,0.09895841280619302
472,arphaud,24,0.24,7231179.25954875,4340886.262772909,4471047.490449438,968862.5269419987,7682694.124961558,6292131.427259084,2.0896503925323486,0.0011159181594848635,0.14497347672780353,2.235739787419637,420841037810.8308,0.4154868920644124
473,elbnaxa,28,0.28,6035966.957756054,5141096.628531661,5281210.788904703,1075813.926272409,8370593.887001797,6571925.170091511,2.3830325603485107,0.0013025601704915366,0.16446714931064185,2.548802269829644,474638690375.7416,0.489665495024787
474,imwrytsy,20,0.2,6403738.075497491,4156041.573852914,4283794.000204276,993811.0153522305,8116574.000311951,6849136.137760945,1.9930963516235352,0.001021742820739746,0.16853094100952146,2.1626490354537964,385560665029.4265,0.34503871864742697
475,ancedvab,9,0.09,2873880.4376622583,1591778.986226499,1647810.4207581736,379359.12451712124,2421792.743746519,1824331.2042657563,1.008727788925171,0.0004241334067450629,0.05599844455718994,1.0651503668891058,162148259330.22223,0.15847859117719862
476,abboip,24,0.24,6815634.167094511,4766961.124245786,4867305.379412169,878246.2604822046,7877059.046206386,6225244.759047972,2.212573528289795,0.0011354949739244252,0.16749736997816297,2.3812063932418823,438236097586.49426,0.41600371731652147
477,okchympy,22,0.22,7188565.864889602,5138041.473659569,5246995.2224429585,992363.726509502,9177128.158695044,7499761.593860349,2.023621082305908,0.0010424719916449655,0.14957910113864475,2.1742426554361978,422800248078.5664,0.3807080189387004
478,imwyojy,26,0.26,6469105.190999803,4710193.544372629,4832421.580076416,960703.7655200626,7509279.926728528,5807802.816082633,2.404874086380005,0.001209616661071777,0.14652697245279944,2.552610675493876,452136925361.34436,0.4745095835791694
479,eagbaci,14,0.14,14490986.754088901,4554007.327714877,4632146.828728821,808743.5435158897,9294090.227643006,8017143.893294629,1.8271088600158691,0.0007813506656222873,0.15750088956620958,1.985391100247701,321457828300.58057,0.25294187333848744
480,avdyab,22,0.22,5882459.095020211,4727744.652159464,4836898.149800823,961550.9714755279,9402675.04133383,7885014.763060865,2.2313995361328125,0.001049200693766276,0.14202431837717694,2.3744730552037554,419098058243.63153,0.39577862951490606
481,efspheco,21,0.21,14553035.57172537,5240002.43631723,5368626.913588274,1091987.708919292,9999618.125035781,8384321.878009077,2.1520450115203857,0.0010697046915690103,0.18154688676198322,2.334661602973938,411048876902.9496,0.3677441808912489
482,ojfanni,23,0.23,18081236.177024607,4325701.934109228,4476056.542213568,1066427.874657155,7843064.061628599,6439020.603755769,2.3988068103790283,0.0011065800984700522,0.1611569192674425,2.561070309744941,424640250840.84045,0.41100498040517175
483,egreosko,16,0.16,7484506.889786662,5331824.084304472,5444436.070591335,1020750.2797373692,14492390.290850174,13307720.699122842,2.2608401775360107,0.0010073847240871852,0.2475150426228841,2.5093626048829822,347118579984.32263,0.27093586656782365
484,elswcky,23,0.23,6976016.68599351,4639006.210728646,4774800.014745924,1065320.3427748692,8105396.876742923,6570057.346774759,2.3975634574890137,0.0010965400271945528,0.15909780396355522,2.5577578014797635,427883626903.60846,0.410710096359253
